TotalEnvSteps,REINFORCE-seed-3,REINFORCE-seed-1,REINFORCE-seed-0
91392,9.600000381,11.69999981,12.89999962
91520,9.899999619,11.80000019,12.19999981
91648,11.89999962,13.30000019,13.80000019
91776,10.30000019,14.69999981,12.80000019
91904,9.300000191,16,12.89999962
92032,9.199999809,14.30000019,12.80000019
92160,9,13.69999981,15.39999962
92288,10.19999981,12.10000038,14
92416,10.80000019,12.30000019,13.39999962
92544,8.100000381,13.10000038,12.60000038
92672,6.099999905,9.800000191,13
92800,6.800000191,10.5,13.19999981
92928,8.100000381,7.5,11.10000038
93056,7.5,7.599999905,9.899999619
93184,6.900000095,10.19999981,13.19999981
93312,8.300000191,9.399999619,16.20000076
93440,9.100000381,11.69999981,13.19999981
93568,6.699999809,10.39999962,11
93696,8.199999809,11.60000038,11.5
93824,7.699999809,10,12.5
93952,5.599999905,10.89999962,13.5
94080,4.900000095,10.69999981,12.5
94208,5.699999809,10.19999981,10
94336,7.300000191,10,10.19999981
94464,8.5,10.19999981,12
94592,6.300000191,11.39999962,14.10000038
94720,7.800000191,11.69999981,10.39999962
94848,11.89999962,13.10000038,9.199999809
94976,11.19999981,13.19999981,9.5
95104,8.899999619,10.30000019,9.399999619
95232,8.300000191,9.300000191,11.19999981
95360,7.800000191,12,10.10000038
95488,8,10.10000038,10
95616,7.599999905,9.5,13.89999962
95744,9.600000381,9.5,15.89999962
95872,9.199999809,10.10000038,14
96000,8.5,10.69999981,13.19999981
96128,6.599999905,11.5,12.60000038
96256,6.800000191,11.19999981,14.19999981
96384,9.5,11,11.89999962
96512,7.199999809,10.39999962,10.39999962
96640,6.800000191,9.300000191,12.60000038
96768,7.5,8.399999619,10.5
96896,8,12.60000038,9.899999619
97024,10.60000038,15.69999981,9.800000191
97152,10.30000019,13.69999981,9.899999619
97280,8.100000381,13.5,9.600000381
97408,7.800000191,11.30000019,11.19999981
97536,7.900000095,9.399999619,13.80000019
97664,7.400000095,10.80000019,15.60000038
97792,8.399999619,11.39999962,11.80000019
97920,7.400000095,11.10000038,9.899999619
98048,5.300000191,11.30000019,11.19999981
98176,5.800000191,12.89999962,11.89999962
98304,6.400000095,12.89999962,10.89999962
98432,7.199999809,11.89999962,11.10000038
98560,7.400000095,10.19999981,13.30000019
98688,8.199999809,9.699999809,14.30000019
98816,8,9.5,13.39999962
98944,6.099999905,14.60000038,11.60000038
99072,5,15,11.5
99200,6.5,12.39999962,11.10000038
99328,6,11.39999962,11.80000019
99456,5.5,11.69999981,12.10000038
99584,6.699999809,11.19999981,11.10000038
99712,7.599999905,9.600000381,9.699999809
99840,8.399999619,8.300000191,11.5
99968,7.099999905,8.899999619,11.60000038
100096,7.800000191,12,11.60000038
100224,10.10000038,16.79999924,9.300000191
100352,9.100000381,14.10000038,9.5
100480,8.800000191,11,10.80000019
100608,9.899999619,9.800000191,10.19999981
100736,8.199999809,11.10000038,11.19999981
100864,6,11.69999981,9.800000191
100992,6,10.89999962,9.600000381
101120,7.5,12.19999981,9.199999809
101248,8.899999619,13.69999981,9.699999809
101376,8.399999619,12.60000038,11.39999962
101504,9.899999619,11,10.19999981
101632,9.399999619,13.39999962,8
101760,9.800000191,12.89999962,8.600000381
101888,7.800000191,13,10
102016,8,13.5,11
102144,7.699999809,11.80000019,11.80000019
102272,7,11.39999962,9.699999809
102400,7.5,13.69999981,10.10000038
102528,6.5,14.80000019,11.89999962
102656,5.5,14.19999981,9.100000381
102784,4.300000191,13.80000019,7.599999905
102912,6,13.60000038,7.900000095
103040,7.199999809,11.10000038,8.399999619
103168,8.5,8.5,8.699999809
103296,9.800000191,11,10.19999981
103424,10.19999981,13,11.30000019
103552,8.399999619,13.69999981,11.60000038
103680,6.900000095,15.10000038,12
103808,7.800000191,11.39999962,13.19999981
103936,7.900000095,9.800000191,12.89999962
104064,8.100000381,13.39999962,11.39999962
104192,9.5,11.69999981,12.69999981
104320,8.800000191,12.39999962,12.80000019
104448,7.699999809,12.69999981,11.80000019
104576,8.100000381,11.30000019,10.60000038
104704,8.699999809,11.30000019,9.5
104832,8,10.10000038,11.80000019
104960,7,10.60000038,11.30000019
105088,7.099999905,12.69999981,8.800000191
105216,8.399999619,12,10.10000038
105344,9.899999619,10.19999981,11.30000019
105472,10.5,11.30000019,10.30000019
105600,9.600000381,12.19999981,9.399999619
105728,7.800000191,12.19999981,10.60000038
105856,6.5,13.39999962,8
105984,8.100000381,12.19999981,9.100000381
106112,8.899999619,10.30000019,9.399999619
106240,7.900000095,12.89999962,6.699999809
106368,7.199999809,13.5,5.800000191
106496,4.900000095,10.80000019,7.400000095
106624,6.099999905,12.80000019,7.5
106752,6.300000191,11.30000019,8.100000381
106880,8,8.899999619,7.800000191
107008,6.300000191,12.60000038,9.899999619
107136,7.5,14.10000038,10
107264,7.300000191,11.60000038,8.600000381
107392,6.199999809,9.699999809,11.39999962
107520,4.400000095,10.89999962,12.89999962
107648,6.099999905,10.5,10
107776,7.599999905,10.80000019,11
107904,8.300000191,11.39999962,13.80000019
108032,7.900000095,12.89999962,12.10000038
108160,8.199999809,13.19999981,9.600000381
108288,7.199999809,12.19999981,10.69999981
108416,6.5,13.5,10.60000038
108544,6.199999809,13.89999962,13.10000038
108672,6.599999905,15.19999981,11.69999981
108800,7.599999905,13.69999981,7.199999809
108928,7.400000095,12.69999981,8.5
109056,8.899999619,13,10.60000038
109184,8.800000191,12.10000038,11.5
109312,7.900000095,10.60000038,9.899999619
109440,8.199999809,11.39999962,7.800000191
109568,7.800000191,12.30000019,9.800000191
109696,7.800000191,14.39999962,9.600000381
109824,7.199999809,15.5,9.5
109952,8.300000191,15.60000038,10.5
110080,8.800000191,12.89999962,9.800000191
110208,7.400000095,13.39999962,11.89999962
110336,8.5,14.89999962,13
110464,8.5,13.5,9.300000191
110592,6.300000191,13.5,7.900000095
110720,4.400000095,14.80000019,9.899999619
110848,5.900000095,14,10.19999981
110976,6.199999809,13.89999962,12
111104,7.5,15.60000038,11.30000019
111232,7.199999809,14.69999981,9.199999809
111360,8.5,14.5,8.399999619
111488,8.800000191,15.39999962,8.600000381
111616,10.10000038,15.89999962,10.19999981
111744,10,15.69999981,10.60000038
111872,9.899999619,15.5,10.80000019
112000,8.5,12.89999962,12
112128,8.399999619,10.19999981,10.89999962
112256,7.699999809,12.19999981,11.80000019
112384,6.300000191,13.69999981,11.60000038
112512,5.900000095,11.5,10.5
112640,6.800000191,13.60000038,11
112768,6.800000191,14.89999962,13
112896,6.699999809,12.60000038,10.39999962
113024,7,12.89999962,9.600000381
113152,7.199999809,10.5,10.10000038
113280,6.099999905,10.60000038,10.39999962
113408,6.800000191,11.89999962,11.89999962
113536,8.600000381,13.69999981,11.5
113664,9.899999619,14.39999962,13.39999962
113792,9.100000381,13.69999981,12.10000038
113920,9,11.19999981,12.5
114048,6.900000095,12.89999962,14.10000038
114176,5.900000095,13.30000019,13.5
114304,7.300000191,14,12.5
114432,8.100000381,14.10000038,9.600000381
114560,8.5,14,7.5
114688,8.600000381,12.69999981,6.300000191
114816,7.400000095,13.30000019,9.800000191
114944,7.5,13.19999981,9.199999809
115072,7.099999905,13,7.900000095
115200,7.800000191,13.39999962,10.19999981
115328,8.399999619,10.80000019,13.80000019
115456,7.099999905,11.89999962,12.80000019
115584,7.400000095,13,10.5
115712,7.599999905,12.80000019,10.80000019
115840,7.400000095,12.69999981,10.80000019
115968,6.300000191,12.80000019,10.10000038
116096,7,12.60000038,11.19999981
116224,6.900000095,13.39999962,11.89999962
116352,5.300000191,12.19999981,10.89999962
116480,6.199999809,13.60000038,9.5
116608,8.199999809,14,8.800000191
116736,8.100000381,11.80000019,8.100000381
116864,7.900000095,12.69999981,9.100000381
116992,6.800000191,14.80000019,9.5
117120,6.099999905,14.80000019,11.30000019
117248,5.400000095,12.69999981,12.19999981
117376,4.699999809,13.19999981,12.80000019
117504,6.699999809,15.60000038,11.30000019
117632,7.800000191,14.19999981,9.600000381
117760,8.699999809,11.69999981,11
117888,7.5,10.19999981,11.19999981
118016,4.099999905,12.10000038,9.899999619
118144,4.099999905,12.30000019,8
118272,7,9.899999619,8.199999809
118400,8.300000191,11.5,9.800000191
118528,9,13.5,9.600000381
118656,8.899999619,13.89999962,9.5
118784,7.5,14.39999962,9.699999809
118912,8,15.5,8.699999809
119040,6.900000095,15,8.199999809
119168,6.699999809,11.5,9.100000381
119296,7.599999905,10.19999981,9.5
119424,10,13.19999981,9.600000381
119552,10.10000038,10.5,10.30000019
119680,8.5,11.80000019,11.80000019
119808,7.400000095,12.30000019,12.19999981
119936,7.300000191,14,11.60000038
120064,7.099999905,16.5,12
120192,7.300000191,15.10000038,11.30000019
120320,7.199999809,12.10000038,10.19999981
120448,6.699999809,12,10
120576,7.300000191,13.80000019,10.80000019
120704,8.800000191,12.60000038,11.60000038
120832,8.899999619,11.89999962,11
120960,7.699999809,11.89999962,10.39999962
121088,6.300000191,9.600000381,9.899999619
121216,6.400000095,11,10.5
121344,6.699999809,12.39999962,11
121472,6.199999809,11.69999981,13.30000019
121600,6.199999809,11.39999962,12
121728,7.5,11.60000038,10.5
121856,5.599999905,12.39999962,8.100000381
121984,6.900000095,11.5,9.399999619
122112,9,11.89999962,11.39999962
122240,9.699999809,13.39999962,9.899999619
122368,8.899999619,14.80000019,9.699999809
122496,7.5,13.39999962,11.60000038
122624,7.300000191,14.80000019,12
122752,7.699999809,12.39999962,11.19999981
122880,9.199999809,10.10000038,12.5
123008,9.300000191,10.10000038,13.5
123136,8.699999809,12.5,13.19999981
123264,7.099999905,13,12.19999981
123392,6.400000095,12.39999962,10.39999962
123520,6.400000095,13.60000038,9.199999809
123648,7.699999809,13.60000038,10.10000038
123776,9.100000381,11.80000019,9.199999809
123904,7.900000095,12.39999962,10.5
124032,6.5,12.10000038,10.39999962
124160,5.800000191,13,9.199999809
124288,6.099999905,12.60000038,6.800000191
124416,7.099999905,12.19999981,9.5
124544,6,12.69999981,14.19999981
124672,5.300000191,13.60000038,11.89999962
124800,5.099999905,11.80000019,11.39999962
124928,6.300000191,11,13.19999981
125056,6.199999809,11.60000038,11.89999962
125184,7.300000191,10.80000019,11.89999962
125312,7.599999905,11.39999962,11.10000038
125440,8.199999809,10.30000019,11
125568,7.300000191,10.19999981,9
125696,7.300000191,11,8.899999619
125824,7.5,13,9.300000191
125952,6,13.30000019,11.69999981
126080,5.900000095,9.300000191,11.69999981
126208,7,8.399999619,10.80000019
126336,8,11.30000019,10.89999962
126464,7.699999809,12.19999981,10.60000038
126592,6.5,12.19999981,10.10000038
126720,5.900000095,10.69999981,12.30000019
126848,7.5,10.10000038,11.39999962
126976,7.400000095,7.400000095,11.39999962
127104,6.800000191,8.899999619,8.699999809
127232,7.099999905,10.10000038,8
127360,5.300000191,10.69999981,8.899999619
127488,6.599999905,11.39999962,10.60000038
127616,7.599999905,11.69999981,10.39999962
127744,7.5,11.39999962,8.600000381
127872,6.699999809,9.100000381,9.600000381
128000,6.199999809,10.69999981,7.599999905
128128,7.699999809,11.69999981,8.399999619
128256,7.400000095,12.19999981,11.60000038
128384,7,11.10000038,9.899999619
128512,6.099999905,11.10000038,9.699999809
128640,6.900000095,10.39999962,9.5
128768,7.400000095,11.39999962,10.60000038
128896,7.300000191,13.30000019,11.5
129024,6.800000191,13.89999962,11
129152,7.900000095,12.5,11.39999962
129280,6.5,12.30000019,11.89999962
129408,6.099999905,12.39999962,12.39999962
129536,7.099999905,12.60000038,11
129664,6.5,11.5,10.69999981
129792,7.900000095,12.60000038,10
129920,8,11.30000019,12.5
130048,8,12.39999962,13
130176,7.900000095,10.69999981,11.60000038
130304,8,10.39999962,11.10000038
130432,7.900000095,9.600000381,10.60000038
130560,8.300000191,13.30000019,11.60000038
130688,7.400000095,14.39999962,12.39999962
130816,6.699999809,12.69999981,11.69999981
130944,6.699999809,11.89999962,10.60000038
131072,7.699999809,11.10000038,11.80000019
131200,7.800000191,12.69999981,10.19999981
131328,7.400000095,12.60000038,10.60000038
131456,7.199999809,10.80000019,9.600000381
131584,7.300000191,9.399999619,9.899999619
131712,7.400000095,10.10000038,10
131840,7.400000095,13,9.800000191
131968,7,12,9.5
132096,7.800000191,12,9.5
132224,7.800000191,12.80000019,11
132352,7.099999905,10.5,12.39999962
132480,5.900000095,8.5,12.30000019
132608,6.800000191,9.699999809,12.5
132736,5.900000095,12.39999962,11.60000038
132864,6.400000095,11.89999962,10.80000019
132992,5.699999809,9.300000191,10.80000019
133120,7,11.89999962,13.69999981
133248,6.900000095,11.89999962,15
133376,6.800000191,9.699999809,12.69999981
133504,7.5,8.899999619,10
133632,6,12.69999981,9.899999619
133760,6.099999905,12.39999962,11.89999962
133888,7.099999905,12.10000038,11.80000019
134016,7.099999905,12.89999962,11.80000019
134144,7.300000191,13.5,11.69999981
134272,6.900000095,12.30000019,11.39999962
134400,6.800000191,12.89999962,13.10000038
134528,6.400000095,14.19999981,12.80000019
134656,7.800000191,15.30000019,12.10000038
134784,8.100000381,12.10000038,11.39999962
134912,7.599999905,7.599999905,11.80000019
135040,5.800000191,8.699999809,9.100000381
135168,6,9.100000381,8.300000191
135296,6.5,11.10000038,8.600000381
135424,7.300000191,14.89999962,9.300000191
135552,7.599999905,13.39999962,10.89999962
135680,7.400000095,13,10.39999962
135808,8,13.5,10.5
135936,7.300000191,11.69999981,12
136064,6.699999809,10.30000019,10.60000038
136192,8.5,14.10000038,11.60000038
136320,9.100000381,16.60000038,10
136448,8.800000191,15.80000019,11.30000019
136576,9.600000381,13,10.60000038
136704,8.800000191,12.5,11.89999962
136832,7.5,13.30000019,11.89999962
136960,8.399999619,10.5,8.899999619
137088,9.100000381,9.100000381,9.600000381
137216,8.300000191,8.899999619,13.89999962
137344,9,11.80000019,12.5
137472,5.599999905,13,10.30000019
137600,4.699999809,11.60000038,9.699999809
137728,5.400000095,10.39999962,9.100000381
137856,5,11.60000038,8.199999809
137984,4.099999905,13.39999962,8
138112,4.599999905,13.30000019,7.900000095
138240,6.699999809,13.10000038,8.399999619
138368,7.599999905,13.89999962,10.80000019
138496,6.099999905,13,11.30000019
138624,6.099999905,10.39999962,11.19999981
138752,6.300000191,10.10000038,10.89999962
138880,6.599999905,12.30000019,11.30000019
139008,5.400000095,14.80000019,10.39999962
139136,5.800000191,15.5,9.300000191
139264,6.400000095,14.60000038,11.10000038
139392,5.300000191,10.80000019,10.89999962
139520,6,9.100000381,8.300000191
139648,5.5,10.39999962,8.399999619
139776,6.400000095,12,10.30000019
139904,5,9.800000191,11.10000038
140032,6.800000191,10.89999962,10.39999962
140160,7.199999809,14,9.5
140288,6.900000095,10.39999962,8.699999809
140416,5.699999809,12.30000019,8.300000191
140544,5.599999905,14.69999981,9.5
140672,7.300000191,15,9.600000381
140800,8.399999619,13.10000038,9
140928,6.300000191,12.10000038,10
141056,4.599999905,11.39999962,10.30000019
141184,3.400000095,11.69999981,10.60000038
141312,4.099999905,12.5,9.5
141440,3.799999952,13.10000038,7.5
141568,6.199999809,10.10000038,8.199999809
141696,6.400000095,8.699999809,8.300000191
141824,6.599999905,10.39999962,10.39999962
141952,6.599999905,11.19999981,9.600000381
142080,5.199999809,11,9.300000191
142208,4.400000095,10.39999962,9.300000191
142336,6.300000191,11.30000019,7.800000191
142464,6.400000095,12.89999962,6.900000095
142592,6.099999905,13,7.599999905
142720,5,10.69999981,9.600000381
142848,6.300000191,11.80000019,10.89999962
142976,7.199999809,13.5,11.30000019
143104,8,11.89999962,11.30000019
143232,7.300000191,11.69999981,12.10000038
143360,6.199999809,11.69999981,12.30000019
143488,7,9.399999619,12.30000019
143616,7,8.899999619,13
143744,7.599999905,9.100000381,10.69999981
143872,7.099999905,9.600000381,8.800000191
144000,7.800000191,8.800000191,8.199999809
144128,7.400000095,10.39999962,9.699999809
144256,6,10.30000019,10.5
144384,5.599999905,10.89999962,9
144512,6.099999905,10.89999962,8.399999619
144640,7.300000191,10.39999962,9.800000191
144768,8.600000381,10.39999962,10.89999962
144896,9.199999809,12,10.60000038
145024,9.199999809,12.89999962,11
145152,7.699999809,10.10000038,9.699999809
145280,6.099999905,10.89999962,9.600000381
145408,6.599999905,11.80000019,10.30000019
145536,10.10000038,10.89999962,10.39999962
145664,10.60000038,12.69999981,10.80000019
145792,8.699999809,13.39999962,7.900000095
145920,7.599999905,11.5,8.699999809
146048,7.5,9.600000381,9
146176,8.100000381,9.100000381,9.699999809
146304,7.699999809,9.699999809,11
146432,7.800000191,11.39999962,11.60000038
146560,7.599999905,10.69999981,10
146688,7.400000095,10,10.30000019
146816,6.699999809,11.30000019,12.60000038
146944,6.800000191,10.69999981,11.89999962
147072,6.699999809,11.39999962,8.699999809
147200,6.900000095,12.10000038,8.399999619
147328,8.199999809,11.30000019,8.300000191
147456,8.399999619,11.5,7.800000191
147584,7.300000191,10.69999981,9.100000381
147712,6.300000191,9.800000191,11.89999962
147840,7.400000095,10.30000019,10.60000038
147968,8.399999619,10.80000019,9.100000381
148096,10.39999962,10,8.199999809
148224,11.39999962,9.600000381,8.699999809
148352,11.19999981,11.39999962,9.699999809
148480,10,12.5,8.5
148608,9.199999809,11.5,10
148736,9.5,12.10000038,10.10000038
148864,10.19999981,11.30000019,7.800000191
148992,9.600000381,10.60000038,7.699999809
149120,8.600000381,11.30000019,8.399999619
149248,8.699999809,11.30000019,8.800000191
149376,8.800000191,10,8
149504,8.899999619,10.30000019,9
149632,7.699999809,10.69999981,8.199999809
149760,8.5,12.5,7.699999809
149888,8.300000191,12.5,7.800000191
150016,9.600000381,12.69999981,8.199999809
150144,9.300000191,11.10000038,8.399999619
150272,10,9.600000381,8
150400,7.599999905,10.19999981,8.199999809
150528,7.099999905,9.699999809,7.199999809
150656,7.199999809,9.600000381,8.800000191
150784,9.5,12.60000038,8.600000381
150912,9.899999619,12.89999962,7
151040,9.300000191,14.19999981,8.199999809
151168,7.400000095,13.10000038,9.600000381
151296,8.199999809,14,11.19999981
151424,6.599999905,14.30000019,9.199999809
151552,7.099999905,11.60000038,8.699999809
151680,7.800000191,10.30000019,9.100000381
151808,7,11,10.19999981
151936,5.400000095,11.89999962,11.89999962
152064,7.199999809,12.69999981,10.5
152192,6.800000191,13,10.89999962
152320,8,10.89999962,10.5
152448,6.800000191,10.39999962,9.5
152576,5.699999809,11.60000038,9.199999809
152704,6.5,11.89999962,9.5
152832,8.899999619,13.10000038,10.30000019
152960,8.800000191,12.10000038,10.80000019
153088,6.900000095,10,11.80000019
153216,7.400000095,10.5,11.10000038
153344,8.399999619,11.30000019,9.699999809
153472,9,10.89999962,8.100000381
153600,7.900000095,11.60000038,8.5
153728,8.199999809,10.69999981,10.5
153856,8.300000191,11.30000019,10.5
153984,10.69999981,11,9.399999619
154112,11.19999981,10,8.800000191
154240,7.5,10.30000019,8.100000381
154368,6.699999809,10.5,8.600000381
154496,5.900000095,11.10000038,10.69999981
154624,4.699999809,10.5,11.69999981
154752,6.900000095,10.10000038,8.5
154880,8.399999619,10.5,7.699999809
155008,8,11.69999981,8.800000191
155136,8.399999619,10.69999981,10.10000038
155264,9.399999619,11.89999962,11.5
155392,10.19999981,12.5,12.80000019
155520,9.100000381,11.30000019,12
155648,9.899999619,11.39999962,10.5
155776,10.5,12.5,11.30000019
155904,11,12.60000038,9.199999809
156032,7.800000191,11.30000019,7.699999809
156160,6.900000095,10.39999962,8.399999619
156288,7.400000095,12.19999981,8.300000191
156416,8.199999809,13.69999981,8.300000191
156544,9.399999619,12.10000038,10.69999981
156672,9.100000381,11.5,12.10000038
156800,8.399999619,10.89999962,11.19999981
156928,6.099999905,12.10000038,11.5
157056,5.900000095,11.80000019,9.899999619
157184,7.800000191,12.39999962,8.399999619
157312,8.399999619,11.89999962,8.899999619
157440,8.800000191,11.60000038,8.199999809
157568,8.399999619,10.10000038,7.599999905
157696,9.699999809,9.600000381,7.300000191
157824,8.800000191,11.10000038,8.699999809
157952,5.599999905,10.69999981,11.39999962
158080,6.5,10.19999981,11.19999981
158208,7.5,10.19999981,11.5
158336,8,10.10000038,12.39999962
158464,7.199999809,10,11.5
158592,7.599999905,10.10000038,10.5
158720,6.300000191,10.80000019,10.39999962
158848,6.099999905,9.600000381,8.5
158976,6.599999905,10.10000038,9.199999809
159104,7.5,9.699999809,9.699999809
159232,9.399999619,10.19999981,10.60000038
159360,7.400000095,11.19999981,10.89999962
159488,7.400000095,12,12.5
159616,8.5,12.19999981,13.80000019
159744,9,10.10000038,12.10000038
159872,9.300000191,11,11.69999981
160000,9.399999619,10.5,11.5
160128,12.30000019,10.30000019,12.19999981
160256,10.69999981,9.699999809,9.600000381
160384,8.899999619,9.800000191,8.199999809
160512,8,9.600000381,8.899999619
160640,8.199999809,10.89999962,9.600000381
160768,9.800000191,10.89999962,10.30000019
160896,8.5,12.10000038,10.19999981
161024,10.69999981,12.19999981,11
161152,10.10000038,11.60000038,12.39999962
161280,11.60000038,11.89999962,11.10000038
161408,7.199999809,11.39999962,11.69999981
161536,5.599999905,11.69999981,11.30000019
161664,7.300000191,11.5,11.5
161792,8.5,8.600000381,12.5
161920,11.80000019,8,11.30000019
162048,8.5,9.699999809,11.39999962
162176,7.599999905,10.80000019,9.100000381
162304,8.399999619,11.39999962,8.300000191
162432,9.399999619,11.5,11.5
162560,9.5,10.89999962,10
162688,11.5,11.89999962,11.10000038
162816,12.39999962,11.89999962,11.80000019
162944,11.89999962,11.5,12.19999981
163072,8,10.69999981,9.800000191
163200,6.5,11.30000019,7.300000191
163328,8.899999619,10.89999962,9.5
163456,10.60000038,10.19999981,11
163584,9.899999619,9.399999619,9.899999619
163712,8.5,10,10.39999962
163840,9.600000381,10.5,11.39999962
163968,8.5,11.19999981,13
164096,8.699999809,11.89999962,10.89999962
164224,8.399999619,11.39999962,8.600000381
164352,8.899999619,11.10000038,8.100000381
164480,9.800000191,9.399999619,9.199999809
164608,9.5,9.199999809,9.300000191
164736,9.699999809,9.800000191,9.399999619
164864,8.899999619,10.69999981,8.800000191
164992,8.199999809,12.10000038,8.899999619
165120,6.400000095,10.19999981,9.300000191
165248,7.300000191,9.699999809,10.69999981
165376,8.800000191,10.19999981,11.69999981
165504,8.399999619,10.60000038,9.899999619
165632,9.5,9,7.599999905
165760,8.699999809,9,8.100000381
165888,9.100000381,9.300000191,10.19999981
166016,9.5,8.699999809,10
166144,8.600000381,8.600000381,10.60000038
166272,7.599999905,9.5,11.80000019
166400,7.900000095,10,11.60000038
166528,9.300000191,9.699999809,9.800000191
166656,9.100000381,9.5,10.5
166784,6.599999905,10,12
166912,7.199999809,10.60000038,10.60000038
167040,5.300000191,10.60000038,9.699999809
167168,4.699999809,11.30000019,8.300000191
167296,5.300000191,11.5,9.600000381
167424,6.699999809,10.39999962,10
167552,8.800000191,8.699999809,10.39999962
167680,8.5,9.199999809,11.89999962
167808,7.400000095,9,10.19999981
167936,8.300000191,9.899999619,11.5
168064,8,10.10000038,9.5
168192,8.399999619,11.10000038,7.599999905
168320,9.100000381,10.89999962,7.5
168448,8,10.80000019,7.5
168576,8.199999809,10.89999962,8
168704,8.199999809,11,9.199999809
168832,7.099999905,10.89999962,8.699999809
168960,6.300000191,11.69999981,8.899999619
169088,5.800000191,11,8.199999809
169216,7.699999809,10.80000019,8.300000191
169344,7.5,10.60000038,9.600000381
169472,8,11.19999981,8.899999619
169600,8.5,11,8.899999619
169728,8.800000191,11.5,8.800000191
169856,6.699999809,10,11
169984,4.300000191,11.39999962,11.5
170112,7.199999809,12.69999981,10.19999981
170240,10.69999981,12.39999962,9.300000191
170368,12.30000019,11.30000019,8.399999619
170496,9.899999619,11.5,7.5
170624,7.699999809,12,9.600000381
170752,6,10.89999962,9.800000191
170880,7.800000191,11.60000038,10.89999962
171008,6.800000191,12.30000019,11.19999981
171136,6.199999809,12,13.19999981
171264,5.400000095,12,11.69999981
171392,6.5,12.69999981,11
171520,8.100000381,11.60000038,9.800000191
171648,10.39999962,10,10.39999962
171776,9.699999809,10,10.89999962
171904,10.60000038,11.10000038,9.899999619
172032,10.5,11.30000019,9.899999619
172160,7.900000095,10.39999962,9.100000381
172288,8.399999619,9.100000381,7.5
172416,7.5,9.300000191,6.900000095
172544,7.199999809,9.100000381,8.300000191
172672,8.5,9.199999809,10.10000038
172800,8.699999809,9.800000191,9.399999619
172928,7.800000191,9,9.199999809
173056,6.5,10.30000019,11.19999981
173184,7.900000095,11.10000038,11.69999981
173312,6.199999809,10.89999962,11.89999962
173440,5.800000191,9.199999809,10.69999981
173568,6.800000191,9.899999619,9.399999619
173696,7.099999905,10.69999981,8.399999619
173824,7.400000095,10.19999981,7.400000095
173952,8.800000191,9.199999809,9.199999809
174080,10.5,8.100000381,9.600000381
174208,9.199999809,8.199999809,12.80000019
174336,7.800000191,9.199999809,12.60000038
174464,7.400000095,8.600000381,9.899999619
174592,10,9.899999619,9.600000381
174720,8.699999809,9.600000381,10.69999981
174848,9.100000381,8.699999809,8.899999619
174976,8.699999809,9.600000381,9.199999809
175104,8.699999809,10.39999962,11.19999981
175232,7.800000191,7.5,9.800000191
175360,6.900000095,8.300000191,9.600000381
175488,7.5,8.699999809,9
175616,8.399999619,10,11.69999981
175744,7.5,10.89999962,9.899999619
175872,6.599999905,10.89999962,10.69999981
176000,6.599999905,11.80000019,11.10000038
176128,7.099999905,11.19999981,8.5
176256,8.800000191,10.80000019,10.10000038
176384,10,10.5,10.60000038
176512,10.69999981,9.899999619,10.80000019
176640,9.699999809,10,11.69999981
176768,9.5,10.10000038,8.399999619
176896,9.199999809,8.899999619,8.899999619
177024,8.100000381,8.300000191,10.80000019
177152,7,10.10000038,9.800000191
177280,7.300000191,9.699999809,11.10000038
177408,8.5,9.100000381,10.80000019
177536,7.199999809,7.800000191,10.60000038
177664,8.600000381,8.800000191,10.69999981
177792,8.800000191,10,12.30000019
177920,9.100000381,9.899999619,12
178048,8.300000191,9.199999809,10.10000038
178176,9.300000191,8.600000381,12.19999981
178304,9.199999809,8.5,13.60000038
178432,7.800000191,9.399999619,11.10000038
178560,9.600000381,8.600000381,10.19999981
178688,9.199999809,7.099999905,10.30000019
178816,8.5,8.5,12.39999962
178944,8,9.699999809,11.10000038
179072,8.300000191,9.5,10.89999962
179200,10.89999962,10.19999981,11.69999981
179328,9.600000381,9.699999809,13
179456,8.600000381,9.5,14.10000038
179584,8.399999619,10.30000019,12
179712,8.199999809,10,11.69999981
179840,8.600000381,10.10000038,11
179968,7.400000095,9.399999619,11.30000019
180096,6.900000095,9.399999619,10.19999981
180224,7.400000095,9.100000381,10.30000019
180352,6.5,9.899999619,12.60000038
180480,7.199999809,11,11.89999962
180608,7.300000191,10.19999981,10.39999962
180736,9.100000381,9.600000381,9.300000191
180864,9.800000191,10.19999981,10.5
180992,7.300000191,10.5,11
181120,7.099999905,9.800000191,12.10000038
181248,8.5,10.89999962,12.19999981
181376,7.800000191,10.5,9.899999619
181504,7,9.199999809,8.199999809
181632,8.899999619,10.89999962,10.69999981
181760,9.600000381,11.89999962,12.39999962
181888,10.19999981,8.600000381,11.39999962
182016,9.199999809,8.5,9.600000381
182144,10.19999981,10.80000019,9.800000191
182272,9.100000381,12.19999981,9.100000381
182400,7.900000095,13.10000038,11
182528,7.199999809,12.19999981,11.80000019
182656,6.400000095,11.60000038,10.60000038
182784,6,11.5,8.199999809
182912,4.199999809,12.39999962,7.699999809
183040,5.199999809,12.60000038,8.800000191
183168,8.100000381,12,10.30000019
183296,11.39999962,11.39999962,9.800000191
183424,9,11.39999962,8.399999619
183552,6.5,13,10.60000038
183680,7.599999905,12.69999981,12.60000038
183808,6.5,10.30000019,12.10000038
183936,6.300000191,10.69999981,12.30000019
184064,5.199999809,11.10000038,10.89999962
184192,7.900000095,11.80000019,9.300000191
184320,9.899999619,12,10.89999962
184448,9,12.19999981,11
